frame_id,x,y,yaw_rad
699,106.0337,-575.1482,-1.277540
700,106.4599,-576.5596,-1.277540
701,106.8861,-577.9710,-1.277540
702,107.3123,-579.3824,-1.277540
703,107.7385,-580.7939,-1.261192
704,108.1647,-582.2053,-1.219298
705,108.5909,-583.6167,-1.177360
706,109.0171,-585.0281,-1.135524
707,109.6188,-586.3221,-1.135524
708,110.2205,-587.6161,-1.135524
709,110.8222,-588.9100,-1.135524
710,111.4239,-590.2040,-1.135524
711,112.0257,-591.4980,-1.135524
712,112.6274,-592.7919,-1.135524
713,113.2291,-594.0859,-1.135524
714,113.8308,-595.3799,-1.135524
715,114.4325,-596.6738,-1.135524
716,115.0342,-597.9678,-1.135524
717,115.6360,-599.2617,-1.104461
718,116.2377,-600.5557,-1.042414
719,116.8394,-601.8497,-0.980248
720,117.4411,-603.1436,-0.918441
721,118.3277,-604.3043,-0.918441
722,119.2144,-605.4649,-0.918441
723,120.1010,-606.6255,-0.918441
724,120.9876,-607.7861,-0.918441
725,121.8743,-608.9468,-0.918441
726,122.7609,-610.1074,-0.918441
727,123.6475,-611.2680,-0.918441
728,124.5342,-612.4286,-0.918441
729,125.4208,-613.5892,-0.918441
730,126.3074,-614.7499,-0.885875
731,127.1941,-615.9105,-0.808232
732,128.0807,-617.0711,-0.730318
733,128.9673,-618.2317,-0.653071
734,130.0718,-619.0767,-0.653071
735,131.1763,-619.9217,-0.653071
736,132.2808,-620.7667,-0.653071
737,133.3853,-621.6117,-0.653071
738,134.4898,-622.4568,-0.587390
739,135.5943,-623.3018,-0.474678
740,136.6987,-624.1468,-0.361382
741,137.8032,-624.9918,-0.250355
742,139.2429,-625.3599,-0.250355
743,140.6826,-625.7281,-0.250355
744,142.1222,-626.0962,-0.250355
745,143.5619,-626.4644,-0.227471
746,145.0016,-626.8325,-0.164357
747,146.4412,-627.2007,-0.101083
748,147.8809,-627.5688,-0.038152
749,149.3029,-627.6231,-0.038152
750,150.7250,-627.6774,-0.038152
751,152.1470,-627.7317,-0.031159
